Segmento,Marca,Modelo,Versión,Año,Códigos
AUTOMÓVILES,ALFA ROMEO,155,1.9 TD,1997,"10142GOP, 316 036, AX3610, JTSB0030, JTSB0035, BA389, 195, LEIGG006, KG15094.7.1, 7737, 7743, 99173X22, 279612, RCDI01040, RCDI01600, RCDI01800, RCDI06070, HF 33, 858083211, OC 501, LX 453, KC 51, RCPT00910, RCPT04850, GDB466, GDB1058, 622 0489 00, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470, T36208"
AUTOMÓVILES,ALFA ROMEO,155,2.0 SUPER,1996,"316 036, AX3610, JTSB0030, JTSB0035, BA332, KG15094.7.1, 7737, 7743, 7PK1950-4, 5PK1280-4, 99168X24XS, 40130X15XS, 10X735-9, 510 0015 30, 279612, RCDI01600, RCDI01800, HF 33, OC 66, LX 618, KL 83, KL 582, RCPT00860, RCPT02650, GDB1333, GDB1058, 801977, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470, 12803AP, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,155,2.0 SUPER,1997,"316 036, AX3610, JTSB0030, JTSB0035, BA332, KG15094.7.1, 7737, 7743, 7PK1950-4, 5PK1280-4, 99168X24XS, 40130X15XS, 10X735-9, 510 0015 30, 279612, RCDI01600, RCDI01800, HF 33, OC 66, LX 618, KL 83, KL 582, RCPT00860, RCPT02650, GDB1333, GDB1058, 801977, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470, 12803AP, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,155,2.0 SUPER,1998,"316 036, AX3610, JTSB0030, JTSB0035, BA332, KG15094.7.1, 7737, 7743, 7PK1950-4, 5PK1280-4, 99168X24XS, 40130X15XS, 10X735-9, 510 0015 30, 279612, RCDI01600, RCDI01800, HF 33, OC 66, LX 618, KL 83, KL 582, RCPT00860, RCPT02650, GDB1333, GDB1058, 801977, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470, 12803AP, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,155,2.0 T,1992,"10142GOP, 316 036, AX3610, JTSB0030, JTSB0035, BA312, 195, KG15094.7.1, 7737, 7743, 7PK1075-9, 5PK1040-4, 99173X18XS, 097X15XS, 13X775-9, 13X755-9, 13X860-4, 279612, RCDI01600, HF 30, HF 42, HF 33, OC 66, RCPT00860, RCPT00910, RCPT04850, GDB466, GDB1058, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,155,2.0 T,1993,"10142GOP, 316 036, AX3610, JTSB0030, JTSB0035, BA312, 195, KG15094.7.1, 7737, 7743, 7PK1075-9, 5PK1040-4, 99173X18XS, 097X15XS, 13X775-9, 13X755-9, 13X860-4, 279612, RCDI01600, HF 30, HF 42, HF 33, OC 66, RCPT00860, RCPT00910, RCPT04850, GDB466, GDB1058, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,155,2.0 T,1994,"10142GOP, 316 036, AX3610, JTSB0030, JTSB0035, BA312, 195, KG15094.7.1, 7737, 7743, 7PK1075-9, 5PK1040-4, 99173X18XS, 097X15XS, 13X775-9, 13X755-9, 13X860-4, 279612, RCDI01600, HF 30, HF 42, HF 33, OC 66, RCPT00860, RCPT00910, RCPT04850, GDB466, GDB1058, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,155,2.0 T,1995,"10142GOP, 316 036, AX3610, JTSB0030, JTSB0035, BA312, 195, KG15094.7.1, 7737, 7743, 7PK1075-9, 5PK1040-4, 99173X18XS, 097X15XS, 13X775-9, 13X755-9, 13X860-4, 279612, RCDI01600, HF 30, HF 42, HF 33, OC 66, RCPT00860, RCPT00910, RCPT04850, GDB466, GDB1058, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,155,2.0 T,1996,"10142GOP, 316 036, AX3610, JTSB0030, JTSB0035, BA312, 195, KG15094.7.1, 7737, 7743, 7PK1075-9, 5PK1040-4, 99173X18XS, 097X15XS, 13X775-9, 13X755-9, 13X860-4, 279612, RCDI01600, HF 30, HF 42, HF 33, OC 66, RCPT00860, RCPT00910, RCPT04850, GDB466, GDB1058, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,155,2.0 T,1997,"10142GOP, 316 036, AX3610, JTSB0030, JTSB0035, BA312, 195, KG15094.7.1, 7737, 7743, 7PK1075-9, 5PK1040-4, 99173X18XS, 097X15XS, 13X775-9, 13X755-9, 13X860-4, 279612, RCDI01600, HF 30, HF 42, HF 33, OC 66, RCPT00860, RCPT00910, RCPT04850, GDB466, GDB1058, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,155,2.5,1992,"10142GOP, 316 036, 556 307, AX3610, JTSB0030, JTSB0035, 195, KG15094.7.1, 7737, 7743, 4PK875-9, 4PK675-9, 4PK655-9, 5PK1005-9, 10X735-9, RCDI01600, HF 42, HF 33, OC 18, RCPT00910, RCPT01040, GDB1058, 801350, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,155,2.5,1993,"10142GOP, 316 036, 556 307, AX3610, JTSB0030, JTSB0035, 195, KG15094.7.1, 7737, 7743, 4PK875-9, 4PK675-9, 4PK655-9, 5PK1005-9, 10X735-9, RCDI01600, HF 42, HF 33, OC 18, RCPT00910, RCPT01040, GDB1058, 801350, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,155,2.5,1994,"10142GOP, 316 036, 556 307, AX3610, JTSB0030, JTSB0035, 195, KG15094.7.1, 7737, 7743, 4PK875-9, 4PK675-9, 4PK655-9, 5PK1005-9, 10X735-9, RCDI01600, HF 42, HF 33, OC 18, RCPT00910, RCPT01040, GDB1058, 801350, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,155,2.5,1995,"10142GOP, 316 036, 556 307, AX3610, JTSB0030, JTSB0035, 195, KG15094.7.1, 7737, 7743, 4PK875-9, 4PK675-9, 4PK655-9, 5PK1005-9, 10X735-9, RCDI01600, HF 42, HF 33, OC 18, RCPT00910, RCPT01040, GDB1058, 801350, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,155,2.5,1996,"10142GOP, 316 036, 556 307, AX3610, JTSB0030, JTSB0035, 195, KG15094.7.1, 7737, 7743, 4PK875-9, 4PK675-9, 4PK655-9, 5PK1005-9, 10X735-9, RCDI01600, HF 42, HF 33, OC 18, RCPT00910, RCPT01040, GDB1058, 801350, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,155,2.5,1997,"10142GOP, 316 036, 556 307, AX3610, JTSB0030, JTSB0035, 195, KG15094.7.1, 7737, 7743, 4PK875-9, 4PK675-9, 4PK655-9, 5PK1005-9, 10X735-9, RCDI01600, HF 42, HF 33, OC 18, RCPT00910, RCPT01040, GDB1058, 801350, 624 0793 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,156,2.0 TS,1998,"556 307, JTSB0037, BL0151, BL0152, BA332, 420 0050 10, KG15041.4.1, 7PK1075-9, 7PK1970-4, 6PK1980-4, 7PK1950-4, 6PK1060-4, 6PK1960-4, 99168X24XS, 40130X15XS, RCDI01780, HF 47, OC 66, FI-0280155769, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, GDB1212, RCLF00450, RCLF00470, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,156,2.0 TS,1999,"556 307, JTSB0037, BL0151, BL0152, BA332, 420 0050 10, KG15041.4.1, 7PK1075-9, 7PK1970-4, 6PK1980-4, 7PK1950-4, 6PK1060-4, 6PK1960-4, 99168X24XS, 40130X15XS, RCDI01780, HF 47, OC 66, FI-0280155769, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, GDB1212, RCLF00450, RCLF00470, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,156,2.0 TS,2000,"556 307, JTSB0037, BL0151, BL0152, BA332, 420 0050 10, KG15041.4.1, 7PK1075-9, 7PK1970-4, 6PK1980-4, 7PK1950-4, 6PK1060-4, 6PK1960-4, 99168X24XS, 40130X15XS, RCDI01780, HF 47, OC 66, FI-0280155769, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, GDB1212, RCLF00450, RCLF00470, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,156,2.0 TS,2001,"556 307, JTSB0037, BL0151, BL0152, BA332, 420 0050 10, KG15041.4.1, 7PK1075-9, 7PK1970-4, 6PK1980-4, 7PK1950-4, 6PK1060-4, 6PK1960-4, 99168X24XS, 40130X15XS, CSC3135, RCDI01780, HF 47, 858083211, OC 66, FI-0280155769, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, GDB1212, RCLF00450, RCLF00470, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,156,2.0 TS,2002,"556 307, JTSB0037, BL0151, BL0152, BA332, 420 0050 10, KG15041.4.1, 7PK1075-9, 7PK1970-4, 6PK1980-4, 7PK1950-4, 6PK1060-4, 6PK1960-4, 99168X24XS, 40130X15XS, CSC3135, RCDI01780, HF 47, 858083211, OC 66, FI-0280155769, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, GDB1212, RCLF00450, RCLF00470, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,156,2.0 TS,2003,"556 307, JTSB0037, BL0151, BL0152, BA332, 420 0050 10, KG15041.4.1, 7PK1075-9, 7PK1970-4, 6PK1980-4, 7PK1950-4, 6PK1060-4, 6PK1960-4, 99168X24XS, 40130X15XS, CSC3135, RCDI01780, HF 47, 858083211, OC 66, FI-0280155769, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, GDB1212, RCLF00450, RCLF00470, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,156,2.0 TS,2004,"556 307, JTSB0037, BL0151, BL0152, BA332, 420 0050 10, KG15041.4.1, 7PK1075-9, 7PK1970-4, 6PK1980-4, 7PK1950-4, 6PK1060-4, 6PK1960-4, 99168X24XS, 40130X15XS, RCDI01780, HF 47, OC 66, FI-0280155769, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, GDB1212, RCLF00450, RCLF00470, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,156,2.0 TS,2005,"556 307, JTSB0037, BL0151, BL0152, BA332, 420 0050 10, KG15041.4.1, 7PK1075-9, 7PK1970-4, 6PK1980-4, 7PK1950-4, 6PK1060-4, 6PK1960-4, 99168X24XS, 40130X15XS, RCDI01780, HF 47, OC 66, FI-0280155769, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, GDB1212, RCLF00450, RCLF00470, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,156,2.0 TS,2006,"556 307, JTSB0037, BL0151, BL0152, BA332, 420 0050 10, KG15041.4.1, 7PK1075-9, 7PK1970-4, 6PK1980-4, 7PK1950-4, 6PK1060-4, 6PK1960-4, 99168X24XS, 40130X15XS, RCDI01780, HF 47, OC 66, FI-0280155769, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, GDB1212, RCLF00450, RCLF00470, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,156,2.0 TS,2007,"556 307, JTSB0037, BL0151, BL0152, BA332, 420 0050 10, KG15041.4.1, 7PK1075-9, 7PK1970-4, 6PK1980-4, 7PK1950-4, 6PK1060-4, 6PK1960-4, 99168X24XS, 40130X15XS, RCDI01780, HF 47, OC 66, FI-0280155769, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, GDB1212, RCLF00450, RCLF00470, T42060, T38356, T43043, 531 0594 30"
AUTOMÓVILES,ALFA ROMEO,156,2.4 JTD,1998,"556 307, JTSB0037, BL0151, BL0152, BA866, KG15041.4.1, 40190X24XS, RCDI01780, HF 47, RCPT05670, 05P298, GDB1445, 821325, 624 3007 00, RCLF00450, RCLF00470, 535 0023 10, T36080, 532 0360 10, 836016"
AUTOMÓVILES,ALFA ROMEO,156,2.4 JTD,1999,"556 307, JTSB0037, BL0151, BL0152, BA866, KG15041.4.1, 40190X24XS, RCDI01780, HF 47, RCPT05670, 05P298, GDB1445, 821325, 624 3007 00, RCLF00450, RCLF00470, 535 0023 10, T36080, 532 0360 10, 836016"
AUTOMÓVILES,ALFA ROMEO,156,2.4 JTD,2000,"556 307, JTSB0037, BL0151, BL0152, BA866, KG15041.4.1, 40190X24XS, RCDI01780, HF 47, RCPT05670, 05P298, GDB1445, 821325, 624 3007 00, RCLF00450, RCLF00470, 535 0023 10, T36080, 532 0360 10, 836016"
AUTOMÓVILES,ALFA ROMEO,156,2.4 JTD,2001,"556 307, JTSB0037, BL0151, BL0152, BA866, KG15041.4.1, 40190X24XS, RCDI01780, HF 47, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, 821325, 624 3008 00, 624 3007 00, RCLF00450, RCLF00470, 535 0023 10, T36080, 532 0360 10, 836016"
AUTOMÓVILES,ALFA ROMEO,156,2.4 JTD,2002,"556 307, JTSB0037, BL0151, BL0152, BA866, KG15041.4.1, 40190X24XS, RCDI01780, HF 47, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, 821325, 624 3008 00, 624 3007 00, RCLF00450, RCLF00470, 535 0023 10, T36080, 532 0360 10, 836016"
AUTOMÓVILES,ALFA ROMEO,156,2.4 JTD,2003,"556 307, JTSB0037, BL0151, BL0152, BA866, KG15041.4.1, 40190X24XS, RCDI01780, HF 47, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1445, 821325, 624 3008 00, 624 3007 00, RCLF00450, RCLF00470, 535 0023 10, T36080, 532 0360 10, 836016"
AUTOMÓVILES,ALFA ROMEO,156,2.4 JTD (150 CV),2003,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 40190X24XS, RCDI01780, HF 47, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1384, GDB1445, 821325, 624 3008 00, 624 3007 00, RCLF00450, RCLF00470, 532 0360 10"
AUTOMÓVILES,ALFA ROMEO,156,2.4 JTD (150 CV),2004,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 40190X24XS, RCDI01780, HF 47, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1384, GDB1445, 821325, 624 3008 00, 624 3007 00, RCLF00450, RCLF00470, 532 0360 10"
AUTOMÓVILES,ALFA ROMEO,156,2.4 JTD (150 CV),2005,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 40190X24XS, RCDI01780, HF 47, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1384, GDB1445, 821325, 624 3008 00, 624 3007 00, RCLF00450, RCLF00470, 532 0360 10"
AUTOMÓVILES,ALFA ROMEO,156,2.4 JTD (150 CV),2006,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 40190X24XS, RCDI01780, HF 47, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1384, GDB1445, 821325, 624 3008 00, 624 3007 00, RCLF00450, RCLF00470, 532 0360 10"
AUTOMÓVILES,ALFA ROMEO,156,2.4 JTD (150 CV),2007,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 40190X24XS, RCDI01780, HF 47, RCPT00543, RCPT02650, RCPT05670, 05P298, GDB1384, GDB1445, 821325, 624 3008 00, 624 3007 00, RCLF00450, RCLF00470, 532 0360 10"
AUTOMÓVILES,ALFA ROMEO,156,2.5 24V V6,1998,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 6PK1990-4, 6PK1060-4, 58185X28XS, RCDI01780, HF 47, 858083211, OC 66, RCPT02650, RCPT05670, 05P298, GDB1445, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,156,2.5 24V V6,1999,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 6PK1990-4, 6PK1060-4, 58185X28XS, RCDI01780, HF 47, 858083211, OC 66, RCPT02650, RCPT05670, 05P298, GDB1445, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,156,2.5 24V V6,2000,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 6PK1990-4, 6PK1060-4, 58185X28XS, RCDI01780, HF 47, 858083211, OC 66, RCPT02650, RCPT05670, 05P298, GDB1445, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,156,2.5 24V V6,2001,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 6PK1990-4, 6PK1060-4, 58185X28XS, RCDI01780, HF 47, 858083211, OC 66, RCPT02650, RCPT05670, 05P298, GDB1445, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,156,2.5 24V V6,2002,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 6PK1990-4, 6PK1060-4, 58185X28XS, RCDI01780, HF 47, 858083211, OC 66, RCPT02650, RCPT05670, 05P298, GDB1445, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,156,2.5 24V V6,2003,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 6PK1990-4, 6PK1060-4, 58185X28XS, HF 47, 858083211, OC 66, RCPT02650, RCPT05670, 05P298, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,156,2.5 24V V6 (192 CV),2003,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 6PK1990-4, 6PK1060-4, 58185X28XS, RCDI01780, 858083211, OC 66, RCPT02650, RCPT05670, 05P298, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,156,2.5 24V V6 (192 CV),2004,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 6PK1990-4, 6PK1060-4, 58185X28XS, RCDI01780, 858083211, OC 66, RCPT02650, RCPT05670, 05P298, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,156,2.5 24V V6 (192 CV),2005,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 6PK1990-4, 6PK1060-4, 58185X28XS, RCDI01780, 858083211, OC 66, RCPT02650, RCPT05670, 05P298, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,156,2.5 24V V6 (192 CV),2006,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 6PK1990-4, 6PK1060-4, 58185X28XS, RCDI01780, 858083211, OC 66, RCPT02650, RCPT05670, 05P298, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,156,2.5 24V V6 (192 CV),2007,"556 307, JTSB0037, BL0151, BL0152, KG15041.4.1, 6PK1990-4, 6PK1060-4, 58185X28XS, RCDI01780, 858083211, OC 66, RCPT02650, RCPT05670, 05P298, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,1.8 TBI,2009,"BA684, KG15055.4.1, 510 0180 10, 05P855, 05P1552, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,1.8 TBI,2010,"BA684, KG15055.4.1, 510 0180 10, 05P855, 05P1552, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,1.8 TBI,2011,"BA684, KG15055.4.1, 510 0180 10, 05P855, 05P1552, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,1.8 TBI,2012,"BA684, KG15055.4.1, 510 0180 10, 05P855, 05P1552, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,1.8 TBI,2013,"BA684, KG15055.4.1, 510 0180 10, 05P855, 05P1552, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,1.9 JTD,2006,"BA866, KG15055.4.1, 20199X24XS, 510 0180 10, 05P855, 05P1552, GDB1647, GDB1490, K20199x24XS-C, 530 0562 10, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,1.9 JTD,2007,"BA866, KG15055.4.1, 20199X24XS, 510 0180 10, 05P855, 05P1552, GDB1647, GDB1490, K20199x24XS-C, 530 0562 10, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,1.9 JTD,2008,"BA866, KG15055.4.1, 20199X24XS, 510 0180 10, 05P855, 05P1552, GDB1647, GDB1490, K20199x24XS-C, 530 0562 10, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,2.2 JTS,2006,"BA892, KG15055.4.1, 3PK975-9 SF, 510 0180 10, 05P855, 05P1552, GDB1647, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,2.2 JTS,2007,"BA892, KG15055.4.1, 3PK975-9 SF, 510 0180 10, 05P855, 05P1552, GDB1647, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,2.2 JTS,2008,"BA892, KG15055.4.1, 3PK975-9 SF, 510 0180 10, 05P855, 05P1552, GDB1647, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,2.2 JTS,2009,"BA892, KG15055.4.1, 3PK975-9 SF, 510 0180 10, 05P855, 05P1552, GDB1647, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,2.2 JTS,2010,"BA892, KG15055.4.1, 3PK975-9 SF, 510 0180 10, 05P855, 05P1552, GDB1647, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,2.2 JTS,2011,"BA892, KG15055.4.1, 3PK975-9 SF, 510 0180 10, 05P855, 05P1552, GDB1647, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,2.2 JTS,2012,"BA892, KG15055.4.1, 3PK975-9 SF, 510 0180 10, 05P855, 05P1552, GDB1647, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,2.2 JTS,2013,"BA892, KG15055.4.1, 3PK975-9 SF, 510 0180 10, 05P855, 05P1552, GDB1647, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,2.4 JTD 20V,2007,"KG15055.4.1, 20199X24XS, 05P855, 05P674, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,2.4 JTD 20V,2008,"KG15055.4.1, 20199X24XS, 05P855, 05P674, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,3.2 JTS V6,2006,"KG15055.4.1, 6PK2145-9, 05P855, 05P674, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,3.2 JTS V6,2007,"KG15055.4.1, 6PK2145-9, 05P855, 05P674, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,3.2 JTS V6,2008,"KG15055.4.1, 6PK2145-9, 05P855, 05P674, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,3.2 JTS V6,2009,"KG15055.4.1, 6PK2145-9, 05P855, 05P674, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,3.2 JTS V6,2010,"KG15055.4.1, 6PK2145-9, 05P855, 05P674, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,3.2 JTS V6,2011,"KG15055.4.1, 6PK2145-9, 05P855, 05P674, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,3.2 JTS V6,2012,"KG15055.4.1, 6PK2145-9, 05P855, 05P674, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,159,3.2 JTS V6,2013,"KG15055.4.1, 6PK2145-9, 05P855, 05P674, GDB1490, RCLF00450, RCLF00470"
AUTOMÓVILES,ALFA ROMEO,164,2.0 TS,1992,"KN28022D1, 8109, 7111, 5PK1285-9, 5PK800-4, 279675, RCDI01770, RPDI00550, HF 30A, HF 49B, OC 501, RCPT00910, RCPT01040, 05P298, 05P032, 05P033, 05P358, 05P104, GDB466, GDB1095, 801082, 3000 951 074, 622 1187 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470, T36208"
AUTOMÓVILES,ALFA ROMEO,164,2.0 TS,1993,"KN28022D1, 8109, 7111, 5PK1285-9, 5PK800-4, 279675, RCDI01770, RPDI00550, HF 30A, HF 49B, OC 501, RCPT00910, RCPT01040, 05P298, 05P032, 05P033, 05P358, 05P104, GDB466, GDB1095, 801082, 3000 951 074, 622 1187 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470, T36208"
AUTOMÓVILES,ALFA ROMEO,164,2.0 TS,1994,"KN28022D1, 8109, 7111, 5PK1285-9, 5PK800-4, 279675, RCDI01770, RPDI00550, HF 30A, HF 49B, OC 501, RCPT00910, RCPT01040, 05P298, 05P032, 05P033, 05P358, 05P104, GDB466, GDB1095, 801082, 3000 951 074, 622 1187 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470, T36208"
AUTOMÓVILES,ALFA ROMEO,164,2.0 TS,1995,"KN28022D1, 8109, 7111, 5PK1285-9, 5PK800-4, 279675, RCDI01770, RPDI00550, HF 30A, HF 49B, OC 501, RCPT00910, RCPT01040, 05P298, 05P032, 05P033, 05P358, 05P104, GDB466, GDB1095, 801082, 3000 951 074, 622 1187 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470, T36208"
AUTOMÓVILES,ALFA ROMEO,164,2.0 TS,1996,"KN28022D1, 8109, 7111, 5PK1285-9, 5PK800-4, 279675, RCDI01770, RPDI00550, HF 30A, HF 49B, OC 501, RCPT00910, RCPT01040, 05P298, 05P032, 05P033, 05P358, 05P104, GDB466, GDB1095, 801082, 3000 951 074, 622 1187 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470, T36208"
AUTOMÓVILES,ALFA ROMEO,164,2.0 TS,1997,"KN28022D1, 8109, 7111, 5PK1285-9, 5PK800-4, 279675, RCDI01770, RPDI00550, HF 30A, HF 49B, OC 501, RCPT00910, RCPT01040, 05P298, 05P032, 05P033, 05P358, 05P104, GDB466, GDB1095, 801082, 3000 951 074, 622 1187 00, RCLF00440, RCLF00450, RCLF00460, RCLF00470, T36208"
